account_id,email,phone,first_name,last_name,dob,device_id,device_type,signup_ts,country,city,channel,engagement_count
1001699,riqur.wulbir.p242589@brand-example.test,+999000242589,Riqur,Wulbir,1982-02-06,UNIVERSITY-LAB-6449,mobile,2025/03/27 12:00:00,GB,metrocity,app,29
1058621,sekpav.zexri.p057808@brand-example.test,+999000057808,,Zexri,1961-05-01,DEV-771f574b7ab1,mobile,2025-09-17T12:00:00+00:00,USA,METROCITY,app,64
1022582,,+999000040908,Sekcra,Zexcam,1996-02-16,DEV-ca3112ddada4,MOBILE,2025/02/01 12:00:00,IND,Hillview,App,11
1035785,drinox.turri.p285004@brand-example.test,+999000285004,Drinox,Turri,1993-06-20,DEV-6a8f9c523819,tab,2025/11/23 12:00:00,australia,New Town,App,28
1089735,sekbir.nantur.p132375@brand-example.test,+999000132375,,"Nantur ""quoted, comma""",2001-09-25,DEV-1a5e3a013f55,KIOSK,09-11-2025 12:00:00,GB,Hill-View,mobile app,41
1035975,zexjor.pregui.p095961@brand-example.test,+999000095961,Zexjor,Pregui,1975-01-09,DEV-19fb7b46fdf7,kiosk,30-01-2025 12:00:00,united states,Green-Field,mobile app,72
1074817,camzex.phalon.p220604@brand-example.test,+999000220604,Camzex,Phalon,1948-01-11,DEV-42d26cc17544,Kiosk,2024-06-25T12:00:00+00:00,Australia,metro-city,mobile app,117
1033972,rimab.bivbir.p013486@brand-example.test,+999000013486,Rimab,Bivbir,1939-06-19,DEV-c23d07917e9b,event kiosk,1764331200000,GB,metrocity,APP,16
1025270,nannox.lekfiz.p004524@brand-example.test,+999000004524,,Lekfiz,1975-05-12,DEV-887c2e7abda5,MOBILE,2025-04-01 17:30:00,India,LakeTown,mobile app,8
1033272,phayev.fizpre.p077687@brand-example.test,+999000077687,"Phayev ""quoted, comma""",Fizpre,1981-03-25,DEV-8fafaf41aa23,kiosk,2025-09-06 17:30:00,US,Newtown,APP,14
1107532,prewul.dripha.p106496@brand-example.test,0000000000,Prewul,Dripha,1949-06-24,UNIVERSITY-LAB-0663,kiosk,09-09-2024 12:00:00,U.S.,LAKETOWN,mobile app,92
1036711,crate.camvex.p171174@brand-example.test,+999000171174,Crate,Camvex,1959-04-09,UNIVERSITY-LAB-1087,check-in kiosk,1760097600000,IND,GREENFIELD,app,13
1062760,phaxon.tesul.p188116@brand-example.test,+999000188116,Phaxon,Tesul,1975-05-08,DEV-c632f7c8d47c,tablet,11-04-25 12:00,United States,hill view,APP,28
1065436,yevri.nancam.p292880@brand-example.test,+999000292880,Yevri,Nancam,1973-07-03,DEV-e1dbad104d5c,ipad,2024-09-18 17:30:00,USA,LAKETOWN,App,65
1050137,mabxon.noxsha.p264911@brand-example.test,+999000264911,Mabxon,Noxsha,1980-07-04,DEV-6520fd084555,MOBILE,1715860800000,AU,Hillview,App,83
1080820,lekbiv.xonqur.p089079@brand-example.test,+999000089079,Lekbiv,Xonqur,1997-07-01,DEV-29d224119691,Tablet,2024-06-16T12:00:00+00:00,AU,Newtown,mobile app,6
1024109,jorfiz.raijor.p127890@brand-example.test,+999000127890,Jorfiz,Raijor,1947-09-22,KIOSK-DEVICE-1,ipad,2025-05-06 17:30:00,USA,New Town,App,92
1015778,pavzex.turnox.p030167@brand-example.test,+999000030167,Pavzex,Turnox,2004-08-10,UNIVERSITY-LAB-7768,kiosk,20-08-2024 12:00:00,india,METROCITY,app,94
1088516,korgui.vexsul.p083903@brand-example.test,+999000083903,Korgui,Vexsul,1984-06-26,DEV-5c2aa3f73a5c,MOBILE,1769428800000,AUS,Lake Town,APP,110
1001209,zexnox.pavvex.p127371@brand-example.test,+999000127371,Zexnox,Pavvex,1980-12-11,DEV-67ef23e6aca0,event kiosk,10-10-25 12:00,AUS,metrocity,APP,23
1029782,bivjor.lonrai.p255737@brand-example.test,+999000255737,Bivjor,"Lonrai ""quoted, comma""",1969-09-18,DEV-6ebe4a88ca1b,ipad,1730116800000,United Kingdom,LAKETOWN,mobile app,99
1016413,sulpav.yevkor.p259750@brand-example.test,+999000259750,Sulpav,Yevkor,1939-02-15,KIOSK-DEVICE-1,tablet,09-07-25 12:00,United States,hill view,app,29
1023894,shavex.drisek.p216593@brand-example.test,+999000216593,Shavex,Drisek,2005-04-21,DEV-1580c0f24b98,Tablet,2024/07/14 12:00:00,USA,New Town,App,102
1002620,pharai.preri.p127460@brand-example.test,+999000127460,Pharai,Preri,2004-03-06,DEV-936c0250714f,Mobile,2025-10-28T12:00:00+00:00,UK,LAKETOWN,APP,19
1044247,sulte.crasha.p069644@brand-example.test,+999000069644,Sulte,Crasha,1962-02-23,DEV-00185db8be98,MOBILE,2026/01/06 12:00:00,AUS,LAKETOWN,mobile app,65
1006341,shayev.lekcra.p178564@brand-example.test,,Shayev hello नमस्ते यार,,1974-06-09,DEV-8b1fa846c0b9,TABLET,08-18-24 12:00,USA,Hill View,App,98
1021714,nanbiv.sulgui.p014547@brand-example.test,+999000014547,Nanbiv,Sulgui,1943-12-21,DEV-c7fdf1712e06,tablet,12-10-2025 12:00:00,INDIA,NEWTOWN,APP,39
1087862,sulbiv.raibiv.p036908@brand-example.test,+999000036908,Sulbiv,Raibiv,1995-10-15,DEV-b62b388ba4dc,check-in kiosk,10-26-25 12:00,australia,Hill-View,APP,43
1013239,pavpre.wulpav.p213491@brand-example.test,+999000213491,Pavpre,Wulpav,1946-03-22,KIOSK-DEVICE-1,DESKTOP,2024-06-27 17:30:00,U.S.,metro-city,app,87
1080084,xonyev.cranan.p283765@brand-example.test,+999000283765,Xonyev,Cranan,1956-06-24,DEV-5b8633658a0c,event kiosk,2025-10-02T12:00:00+00:00,GBR,metro-city,app,34
1022662,pretur.xontur.p014938@brand-example.test,+999000014938,Pretur,Xontur,1950-12-25,DEV-79d5a76e466c,tab,2025/11/20 12:00:00,GBR,Green-Field,APP,3
1104618,lontur.driwul.p113794@brand-example.test,+999000113794,Lontur,Driwul,1944-04-06,UNIVERSITY-LAB-3942,smartphone,2025-12-10T12:00:00+00:00,GBR,Metro City,mobile app,62
1057601,turvex.guifiz.p073583@brand-example.test,+999000073583,Turvex,Guifiz,1948-05-06,DEV-c3bda3e00abc,event kiosk,2024/07/21 12:00:00,Australia,Metrocity,App,115
1079529,guilek.drijor.p187588@brand-example.test,+999000187588,Guilek,Drijor,1945-10-25,DEV-76d95019f0b4,smartphone,24-10-2024 12:00:00,AUS,Metrocity,mobile app,80
1004122,qurqur.nanmab.p237372@brand-example.test,+999000237372,Qurqur,,1972-02-13,DEV-a5bb5539ad80,Kiosk,2025-10-12T12:00:00+00:00,Australia,greenfield,app,83
1082293,raipre.noxvex.p133963@brand-example.test,+999000133963,Raipre,Noxvex,1992-07-19,DEV-e309d1c07306,smartphone,17-01-2026 12:00:00,AUSTRALIA,new town,APP,32
1035840,pavnan.sulrai.p026587@brand-example.test,+999000026587,Pavnan,Sulrai,1985-04-09,DEV-632198c4912a,desk,27-09-2024 12:00:00,US,LAKETOWN,App,33
1062755,jorxon.fizsul.p190437@brand-example.test,+999000190437,Jorxon,Fizsul,1983-06-13,DEV-b5e9b7a4f6d2,Kiosk,07-14-25 12:00,AUSTRALIA,LAKETOWN,app,77
7002369,sulcra.fizsek.u7002369@brand-example.test,,Sulcra,Fizsek,,DEV-d9f72a58736b,smartphone,2026-04-03 17:25:31,GB,New Town,app,3
1107437,ripha.jortur.p091391@brand-example.test,+999000091391,Ripha,Jortur,1951-07-13,DEV-4acd547a99e3,Desktop,2025-07-08T12:00:00+00:00,USA,Green-Field,App,17
1037282,bivdri.guisha.p159167@brand-example.test,+999000159167,Bivdri,Guisha,1959-09-02,DEV-afac5e27f754,TABLET,15-05-2025 12:00:00,AUSTRALIA,NewTown,APP,107
1029002,zexrai.wulzex.p126611@brand-example.test,,Zexrai,Wulzex,1977-04-03,DEV-6f54603580d3,tab,2025/08/11 12:00:00,USA,GREENFIELD,App,75
1100578,shawul.qurlon.p241703@brand-example.test,+999000241703,Shawul,Qurlon,1976-03-10,DEV-db5da142a982,Mobile,02-10-26 12:00,united states,Green Field,app,52
1073887,longui.camsul.p025985@brand-example.test,+999000025985,Longui,Camsul,1976-02-11,DEV-71438b808867,mobile,06-10-2024 12:00:00,GBR,Laketown,APP,22
1068415,fizmab.drite.p109796@brand-example.test,+999000109796,Fizmab,Drite,2004-11-04,DEV-089750a2b3d4,smartphone,2025-05-14T12:00:00+00:00,united states,LakeTown,APP,79
1055303,yevlon.lonnox.p210507@brand-example.test,+999000210507,Yevlon,Lonnox,1948-11-04,DEV-e75da27b48dc,Mobile,1774008000000,IN,Green-Field,APP,5
1034425,vexfiz.pavcam.p274646@brand-example.test,+999000274646,Vexfiz,Pavcam hello नमस्ते यार,1966-09-03,DEV-9d67f1159c94,kiosk,1734004800000,United States,Hill View,App,74
1065007,drixon.sekte.p036866@brand-example.test,,Drixon,Sekte,1939-07-07,DEV-a8bbfc4ea1da,kiosk,2025-01-12T12:00:00+00:00,GB,Metro City,mobile app,26
1077289,turzex.shanan.p004292@brand-example.test,+999000004292,Turzex,Shanan,2002-07-10,DEV-b1521cc44e21,Desktop,1771070400000,U.S.,Hill View,app,11
1083758,raicra.noxtur.p063614@brand-example.test,0000000000,Raicra,Noxtur,1990-09-03,UNIVERSITY-LAB-6130,KIOSK,06-22-24 12:00,INDIA,greenfield,APP,69
1008996,sekvex.wulfiz.p098067@brand-example.test,+999000098067,Sekvex,Wulfiz,1938-04-22,DEV-19fc2bc7b383,Desktop,02-02-25 12:00,U.S.,Green-Field,app,16
1035155,nanyev.sharai.p056379@brand-example.test,+999000056379,Nanyev,Sharai,1981-02-10,DEV-6df9fd4fa652,Desktop,11-05-2025 12:00:00,INDIA,Hill View,app,90
1100640,zexlon.crazex.p218280@brand-example.test,+999000218280,Zexlon,Crazex,2003-05-09,KIOSK-DEVICE-1,Mobile,04-20-25 12:00,U.S.,NEWTOWN,APP,120
1020138,shacam.turxon.p268026@brand-example.test,+999000268026,Shacam,Turxon,1986-03-03,KIOSK-DEVICE-1,mob,21-09-2024 12:00:00,AUSTRALIA,Hillview,APP,42
1110429,zexmab.camlon.p081049@brand-example.test,+999000081049,Zexmab,Camlon,1962-07-11,DEV-96c920efc6dc,ipad,2025/02/20 12:00:00,US,HILLVIEW,mobile app,118
1100303,noxyev.sekzex.p120469@brand-example.test,+999000120469,Noxyev,Sekzex,1986-06-19,DEV-5ba646ea6b26,check-in kiosk,04-15-25 12:00,IN,new town,app,20
1088980,noxrai.lonnox.p004897@brand-example.test,+999000004897,Noxrai,Lonnox,1972-12-28,DEV-bc8acc07f62f,desktop,2025/09/20 12:00:00,Australia,Metro City,app,18
1017395,guipre.birpha.p119177@brand-example.test,+999000119177,Guipre,Birpha,1955-05-05,DEV-a11986aea170,tablet,2025/11/26 12:00:00,united kingdom,Greenfield,App,114
1018842,yevnox.noxzex.p216447@brand-example.test,+999000216447,Yevnox,Noxzex,1972-09-02,DEV-9cef39b5f70c,kiosk,22-11-2025 12:00:00,United States,Hill-View,app,115
1110675,crapha.zexyev.p078655@brand-example.test,+999000078655,Crapha,Zexyev,1966-08-06,DEV-6aa454fa3611,DESKTOP,2026-03-24 17:30:00,UK,lake town,mobile app,17
1113523,shabiv.jorrai.p080819@brand-example.test,+999000080819,Shabiv 😊,Jorrai,1990-01-20,DEV-38b0035a9a4d,DESKTOP,27-09-2025 12:00:00,GB,metrocity,app,111
1026641,mabri.bivte.p042493@brand-example.test,+999000042493,Mabri,Bivte,2000-09-14,DEV-8fe9ab965123,pc,1769947200000,united states,Green-Field,app,98
1076892,mabbir.dricra.p160175@brand-example.test,+999000160175,"Mabbir ""quoted, comma""","Dricra ""quoted, comma"" hello नमस्ते यार",1999-06-10,DEV-36994b1a7ca1,kiosk,1729252800000,INDIA,Laketown,mobile app,95
1109681,crazex.cranox.p259101@brand-example.test,+999000259101,Crazex,Cranox,1995-04-20,DEV-77f88696bdbc,DESKTOP,2026/03/02 12:00:00,australia,lake town,mobile app,43
7001314,zexjor.camgui.u7001314@brand-example.test,,Zexjor,Camgui,,DEV-f51c57f23e04,KIOSK,1775217486000,U.S.,HILLVIEW,APP,5
1067354,noxvex.sekcam.p257649@brand-example.test,+999000257649,Noxvex,Sekcam,1964-08-26,DEV-794a74c7f15f,Mobile,2026/03/08 12:00:00,United Kingdom,Laketown,APP,17
1022823,rirai.vexmab.p083594@brand-example.test,+999000083594,Rirai,Vexmab,1982-08-02,KIOSK-DEVICE-1,ipad,09-10-2024 12:00:00,IN,Metro City,App,33
1073892,zexlon.rinox.p162799@brand-example.test,+999000162799,Zexlon,Rinox,1991-09-24,DEV-5b38b0797d39,TABLET,16-09-2024 12:00:00,IND,NewTown,APP,16
1051945,lonpre.sulcam.p199970@brand-example.test,+999000199970,Lonpre,Sulcam,1954-01-04,UNIVERSITY-LAB-2910,ipad,2025-06-28 17:30:00,australia,Green-Field,mobile app,71
1066505,drixon.guidri.p265535@brand-example.test,+999000265535,Drixon,Guidri,1957-06-13,DEV-6d88f509065f,tablet,05-09-2024 12:00:00,GBR,Laketown,APP,48
1008904,crarai.qurdri.p176184@brand-example.test,+999000176184,Crarai,Qurdri,2001-07-14,UNIVERSITY-LAB-1065,mob,06-26-24 12:00,UK,Greenfield,App,106
1090325,lekfiz.turqur.p272289@brand-example.test,,Lekfiz,Turqur,1972-05-20,DEV-bbb0db81e913,Desktop,2024/12/08 12:00:00,Australia,hill view,App,100
1001524,bivtur.qursha.p039171@brand-example.test,+999000039171,Bivtur,Qursha,1988-05-22,KIOSK-DEVICE-1,desk,1723809600000,AUSTRALIA,New Town,App,57
1019313,vexxon.qurwul.p155387@brand-example.test,+999000155387,Vexxon,Qurwul,1995-01-12,DEV-e13ba6e32456,desk,1765972800000,USA,Hillview,mobile app,13
1088358,,,Seksek,Lonnox,1951-03-14,DEV-f401c312ab0b,TABLET,2025-03-09T12:00:00+00:00,US,metrocity,app,110
1076085,yevlon.raicam.p052335@brand-example.test,+999000052335,Yevlon,Raicam,1960-01-28,UNIVERSITY-LAB-5555,Tablet,10-16-25 12:00,united kingdom,GREENFIELD,app,76
1060158,tefiz.railek.p236022@brand-example.test,+999000236022,Tefiz,Railek,1980-09-03,DEV-da72b16bf4ad,check-in kiosk,2024/07/07 12:00:00,U.S.,Newtown,App,25
7000481,xonyev.vexsul.u7000481@brand-example.test,,Xonyev,Vexsul,,DEV-a2485e6d7eef,kiosk,1775217419000,united states,Hill-View,mobile app,5
1088844,fizpre.lekkor.p175492@brand-example.test,+999000175492,Fizpre,Lekkor,1952-05-03,DEV-7f4bb5a3ffb0,Mobile,1728820800000,IND,Hill-View,app,16
1108614,wulpha.turri.p229119@brand-example.test,+999000229119,Wulpha,Turri,1954-06-24,UNIVERSITY-LAB-1768,desk,2025-02-05T12:00:00+00:00,U.S.,Laketown,APP,49
1098260,sekbir.longui.p095321@brand-example.test,+999000095321,Sekbir,Longui,1938-11-26,DEV-22c088478f7f,MOBILE,22-04-2025 12:00:00,Australia,metrocity,App,68
1015603,tesha.zexsul.p240770@brand-example.test,+999000240770,Tesha,Zexsul,1958-06-16,DEV-73f26376a3e5,Desktop,10-19-24 12:00,India,New Town,mobile app,49
1029656,rilon.nanxon.p095900@brand-example.test,+999000095900,Rilon,Nanxon,1940-11-12,DEV-0ed1299385fe,check-in kiosk,01-22-25 12:00,GBR,NewTown,App,25
1027755,cramab.korlek.p044682@brand-example.test,+999000044682,Cramab,Korlek,1938-08-12,DEV-51cca7eb5227,Kiosk,2025/08/18 12:00:00,United States,Hill-View,App,103
1021107,vexqur.nanwul.p033945@brand-example.test,+999000033945,Vexqur,Nanwul,1995-11-25,DEV-beba0053beb4,desk,2025-10-27T12:00:00+00:00,UK,New Town,app,72
1020443,qurri.zexqur.p226304@brand-example.test,+999000226304,Qurri,Zexqur,1952-10-25,UNIVERSITY-LAB-3499,TABLET,2024-10-22 17:30:00,AUS,NEWTOWN,APP,18
1037070,rifiz.shalon.p113750@brand-example.test,+999000113750,Rifiz,Shalon,1979-02-19,DEV-9662f1334c29,ipad,1727611200000,AU,Hill View,app,97
1083847,phazex.raibir.p049635@brand-example.test,+999000049635,Phazex,Raibir,1970-07-16,UNIVERSITY-LAB-2114,mobile,15-07-2024 12:00:00,United States,Hill-View,app,115
7000264,pavnan.lekqur.u7000264@brand-example.test,,Pavnan,Lekqur,,DEV-130e6595c5b8,DESKTOP,1775217342000,United States,Metrocity,APP,5
1106616,nante.shalek.p160005@brand-example.test,+999000160005,Nante,Shalek,1983-01-03,DEV-f01ddc9dcb09,Desktop,2024-09-13 17:30:00,UK,metro-city,APP,70
1056314,prewul.jornan.p206742@brand-example.test,+999000206742,Prewul,Jornan,1940-08-02,DEV-24730705a880,KIOSK,11-11-2024 12:00:00,united kingdom,Green Field,APP,54
1098080,mabnox.nanyev.p105297@brand-example.test,+999000105297,Mabnox,,1985-10-23,KIOSK-DEVICE-1,Desktop,08-29-25 12:00,INDIA,Lake Town,APP,55
1096392,tenan.nanwul.p190472@brand-example.test,+999000190472,Tenan,Nanwul,1953-04-27,DEV-282c84189db6,DESKTOP,14-12-2024 12:00:00,united states,Lake Town,APP,83
1045864,xonpha.camkor.p242677@brand-example.test,+999000242677,Xonpha,"Camkor
 multiline note",1942-09-25,DEV-b1344a66e1b3,kiosk,2024-05-20 17:30:00,india,LakeTown,mobile app,91
1079533,pavlek.lekri.p048709@brand-example.test,+999000048709,Pavlek,Lekri,1993-09-26,KIOSK-DEVICE-1,tab,2026/03/06 12:00:00,AU,Green Field,APP,47
1009147,shacam.sektur.p051359@brand-example.test,+999000051359,,Sektur,2005-01-02,KIOSK-DEVICE-1,MOBILE,01-22-25 12:00,United Kingdom,HILLVIEW,APP,33
1027231,tebiv.lekpav.p170320@brand-example.test,+999000170320,Tebiv,Lekpav,1951-03-14,DEV-3ae95243046f,tablet,2025/06/09 12:00:00,GB,Laketown,APP,35
1007747,xonfiz.fizsul.p271720@brand-example.test,+999000271720,Xonfiz,Fizsul,1949-03-17,DEV-8f45c7498e9a,Desktop,2025/06/23 12:00:00,GBR,Green Field,app,7
1026722,kornan.birnox.p126671@brand-example.test,+999000126671,Kornan,Birnox,2001-09-04,UNIVERSITY-LAB-6548,mob,02-28-25 12:00,AUS,Hill View,app,66
1028162,camsul.turyev.p278567@brand-example.test,+999000278567,Camsul,Turyev,1960-12-01,DEV-235e4674fc14,Kiosk,2025-06-03T12:00:00+00:00,INDIA,NewTown,App,100000
1032949,qursha.pavgui.p022618@brand-example.test,+999000022618,,Pavgui,1938-02-25,KIOSK-DEVICE-1,ipad,08-05-2024 12:00:00,United States,lake town,mobile app,30
1099808,xonfiz.raite.p033926@brand-example.test,+999000033926,Xonfiz,,2003-07-23,DEV-7e31def2b459,desktop,23-03-2026 12:00:00,AU,METROCITY,app,20
1041101,,+999000101295,Turpha,Prewul,1974-02-16,DEV-5f049c22141a,Mobile,1723982400000,US,Green-Field,mobile app,39
1094457,cracra.mabvex.p188947@brand-example.test,+999000188947,Cracra,Mabvex,1995-12-10,DEV-7ccd9f194131,mobile,1726920000000,UK,Greenfield,App,31
1082639,qurtur.fiznan.p297931@brand-example.test,+999000297931,Qurtur,Fiznan,1954-08-16,DEV-d97e78fa7420,DESKTOP,2025-12-14T12:00:00+00:00,australia,Newtown,app,117
1029247,,,Korsha 😊,Camzex,1999-04-19,DEV-b4b9607b320f,ipad,22-02-2025 12:00:00,AUS,New Town,app,46
1101450,phasek.prenan.p297984@brand-example.test,+999000297984,Phasek,Prenan,1999-12-19,KIOSK-DEVICE-1,Tablet,1774180800000,united kingdom,LAKETOWN,app,108
1064680,fizpha.lekqur.p177237@brand-example.test,,Fizpha,Lekqur,1962-03-14,DEV-cd9f64273fba,desk,2026/01/28 12:00:00,india,LAKETOWN,APP,112
1108269,yevzex.rimab.p238108@brand-example.test,+999000238108,Yevzex,Rimab,1962-03-25,DEV-e7d2fcf1760d,Mobile,2024-11-09 17:30:00,UK,Hillview,app,72
1094531,rixon.jorpha.p176744@brand-example.test,+999000176744,Rixon,Jorpha,1966-06-28,DEV-02bfa713ebea,desktop,2025/10/01 12:00:00,U.S.,Hill-View,mobile app,1
1020472,rainox.noxgui.p187171@brand-example.test,+999000187171,Rainox,Noxgui,1972-08-16,DEV-476a7694f775,desk,2024-10-31T12:00:00+00:00,INDIA,Greenfield,App,60
7001445,turgui.crayev.u7001445@brand-example.test,,Turgui,Crayev,,DEV-77349e961236,kiosk,1775217355000,AUSTRALIA,Green-Field,App,3
1048286,tursul.pavpav.p129981@brand-example.test,+999000129981,Tursul,Pavpav,1938-10-18,DEV-e49f244386ae,pc,2025-03-10T12:00:00+00:00,India,greenfield,mobile app,13
1107788,guiwul.tesha.p177561@brand-example.test,+999000177561,Guiwul,Tesha,1953-12-13,DEV-bce678262ced,smartphone,2024-08-11 17:30:00,AUS,Metrocity,App,18
1060509,noxsul.bivzex.p034288@brand-example.test,+999000034288,Noxsul,Bivzex,1958-03-01,DEV-89935acd13ea,kiosk,26-02-2026 12:00:00,Australia,HILLVIEW,app,64
1073209,riyev.raisha.p152643@brand-example.test,+999000152643,Riyev,Raisha,2003-02-04,DEV-3af25d157b51,Kiosk,1740830400000,united states,Green Field,mobile app,80
1074971,,+999000113230,Nanzex,Bivbiv,2002-02-17,DEV-7f2f0639aea7,tablet,25-08-2024 12:00:00,india,LAKETOWN,mobile app,117
1018110,tesha.telon.p062026@brand-example.test,+999000062026,Tesha,Telon,1969-03-17,DEV-2da9ef7d3d67,tablet,2025-05-28 17:30:00,AUS,Hill-View,App,16
1005576,crawul.yevzex.p109735@brand-example.test,+999000109735,Crawul,Yevzex,1965-03-14,DEV-4c60bbb87499,pc,1717243200000,IN,metro-city,mobile app,6
1027409,birsul.raisek.p184443@brand-example.test,+999000184443,Birsul,Raisek,1990-12-19,DEV-33a44964eebe,tablet,2024-05-21 17:30:00,united states,Hillview,mobile app,90
7000134,qurlek.fizlek.u7000134@brand-example.test,,Qurlek,Fizlek,,DEV-be94d429682d,desktop,03-04-2026 11:57:46,GB,Hill-View,app,1
1038711,driyev.rite.p009114@brand-example.test,+999000009114,Driyev,,1954-04-19,DEV-dd9cb41c5bb6,KIOSK,2024-07-11T12:00:00+00:00,USA,GREENFIELD,App,83
1074612,birjor.leklon.p105578@brand-example.test,+999000105578,Birjor,Leklon,1978-06-12,DEV-cfc382d3e51d,kiosk,11-15-24 12:00,united states,NEWTOWN,mobile app,111
1077210,mabbiv.drigui.p099152@brand-example.test,+999000099152,Mabbiv,Drigui,1985-06-22,DEV-c5df730c6e52,mobile,2024-11-23 17:30:00,AUSTRALIA,Greenfield,app,5
1107812,pavrai.vexlon.p299664@brand-example.test,+999000299664,Pavrai,Vexlon,1989-01-11,DEV-76723a0a0885,Desktop,2024/10/12 12:00:00,Australia,Hillview,app,100000
1077783,phamab.xonmab.p137041@brand-example.test,+999000137041,Phamab,Xonmab,1961-06-17,DEV-b5ec9d372886,Mobile,06-12-2024 12:00:00,IND,metro-city,mobile app,16
1043012,xonfiz.jornox.p193416@brand-example.test,+999000193416,"Xonfiz
 multiline note",Jornox,1950-01-28,UNIVERSITY-LAB-6276,desktop,2024/12/12 12:00:00,AUS,NewTown,App,79
1107226,terai.rinox.p074948@brand-example.test,+999000074948,Terai,Rinox,1965-09-07,DEV-00f56b773ab6,Kiosk,2024-10-01 17:30:00,IND,Lake Town,APP,62
1051354,shapha.yevjor.p136548@brand-example.test,+999000136548,Shapha,Yevjor,1975-11-20,DEV-247957a850dd,Desktop,1744027200000,united kingdom,METROCITY,mobile app,6
1035712,nanrai.xonqur.p279995@brand-example.test,+999000279995,Nanrai,Xonqur,1966-04-07,DEV-bfa028965d4e,tab,04-05-25 12:00,UK,LakeTown,APP,38
1086888,wulnox.lonrai.p133049@brand-example.test,+999000133049,Wulnox,Lonrai,1978-11-08,DEV-b4da08503c9b,mob,19-07-2025 12:00:00,GBR,HILLVIEW,APP,50
1017738,xonnox.cramab.p021724@brand-example.test,+999000021724,Xonnox,Cramab,1967-11-19,DEV-b763ee1f531d,tab,17-06-2025 12:00:00,GBR,LakeTown,APP,107
1054289,prewul.mabsek.p125373@brand-example.test,+999000125373,Prewul,"
 multiline note",1941-06-27,DEV-2233a80ab94d,check-in kiosk,2024-05-28 17:30:00,US,Greenfield,APP,24
1003520,,+999000087821,Turvex,Quryev,1943-10-09,DEV-16b00b70c662,desktop,13-01-2026 12:00:00,india,metrocity,APP,25
1110337,sulcra.ricra.p107031@brand-example.test,+999000107031,Sulcra,,2002-04-07,DEV-57632341bdc9,ipad,2025-01-01T12:00:00+00:00,IN,metro-city,mobile app,68
1039613,zexpha.sekwul.p099461@brand-example.test,+999000099461,Zexpha,Sekwul hello नमस्ते यार,2001-12-16,DEV-762e03eb11ea,Desktop,27-11-2024 12:00:00,AUS,Green-Field,App,28
1078028,lekdri.jordri.p194752@brand-example.test,+999000194752,Lekdri,Jordri,1959-03-18,DEV-db5b584b807d,event kiosk,08-02-24 12:00,UK,NewTown,mobile app,97
1095796,leksha.guifiz.p007035@brand-example.test,+999000007035,Leksha,Guifiz,1988-04-07,DEV-33f10dcce92c,check-in kiosk,26-04-2025 12:00:00,united kingdom,greenfield,mobile app,55
1012744,guinox.guikor.p258921@brand-example.test,+999000258921,,Guikor,1947-01-19,DEV-e39de8f73fe6,check-in kiosk,2024/12/31 12:00:00,AUS,Metrocity,APP,99
